SentenceNumber,Word,totalReadingTime
76,"medicală,",803
76,"misionară,",1359
76,"antreprenoriatul,",2689
76,"religioase,",1361
76,domeniile,805
76,munca,466
76,"socială,",386
76,dezvoltarea,666
76,"coaching-ul,",734
76,"consilierea,",526
76,"publice,",367
76,"corporatistă,",1405
76,formarea,911
76,"comunitară,",1182
76,artele,308
76,"creative,",370
76,"actoria,",684
76,"radiodifuziunea,",1266
76,"consultanța,",481
76,relațiile,449
76,publicitatea,434
76,și,62
76,marketingul.,685
76,safanin,117
,,
77,Clătirea,1904
77,cu,493
77,alcool,247
77,nu,123
77,îndepărtează,1231
77,cristalul,702
77,violet,366
77,care,740
77,maschează,1042
77,colorantul,1045
77,roșu,1810
77,adăugat.,2265
77,safanin,2313
,,
78,De,499
78,"asemenea,",601
78,a,268
78,fost,268
78,responsabil,1115
78,de,166
78,contrabandă,847
78,cu,102
78,droguri,733
78,și,122
78,crime,383
78,mituit,805
78,atât,558
78,"poliția,",309
78,cât,186
78,politicieni,552
78,importanți.,685
,,
79,Un,167
79,astfel,468
79,de,188
79,acces,123
79,ar,1057
79,putea,310
79,fi,123
79,utilizat,381
79,pentru,167
79,autentificarea,1153
79,la,62
79,"conectare,",1181
79,crearea,1836
79,unui,1201
79,recuperate,51
79,Un,283
79,nou,848
79,cont,62
79,de,65
79,utilizator,554
79,sau,308
79,salvarea,293
79,informații,517
79,textuale,633
79,pentru,435
79,a,66
79,fi,116
79,recuperate,712
79,și,1364
79,studiate,774
79,în,101
79,viitor.,416
,,
80,Eroul,1379
80,fost,465
80,apoi,50
80,chemat,785
80,să,122
80,participe,682
80,la,624
80,cel,125
80,de-al,249
80,doilea,2102
80,"rit,",624
80,al,432
80,"cuceririi,",1017
80,învingându-l,1631
80,Claudius.,929
80,mercenar,863
80,generalul,556
80,pe,371
,,
81,Au,435
81,produs,1231
,,
82,Au,185
82,produs,123
82,peste,371
82,90%,239
82,din,150
82,filmele,400
82,de,133
82,ficțiune,783
82,America,1291
82,și,311
82,și-au,622
82,distribuit,1458
82,atât,339
82,internațional.,926
82,"național,",554
82,nivel,124
82,la,249
82,cât,64
,,
83,În,495
83,"schimb,",187
83,trece,1056
83,imediat,496
83,la,62
83,biții,371
83,de,62
83,"oprire,",832
83,ceea,385
83,ce,184
83,reprezintă,999
83,o,257
83,recunoaștere,1551
83,a,593
83,faptului,1265
83,că,562
83,verificarea,1872
83,parității,2081
83,acest,247
83,nivel,556
83,este,370
83,cu,184
83,adevărat,434
83,inutilă.,182
,,
84,Am,765
84,discutat,413
84,deja,372
84,despre,1182
84,unele,450
84,dintre,186
84,"acestea,",734
84,însă,333
84,cunoașterea,1001
84,seturilor,743
84,adaugă,1641
84,nouă,600
84,definiție,692
84,pentru,492
84,fiecare,308
84,următoarele,1137
84,idei.,268
84,În,61
84,cele,374
84,din,122
84,"urmă,",126
84,studiul,375
84,a,217
84,analizat,494
84,conversia,599
84,fosfolipidelor,3468
84,bogate,1149
84,în,350
84,polinesaturate,3619
84,C.,64
84,fosfolipazei,2865
84,triacilgliceride,4063
84,prin,356
84,intermediul,783
84,unei,448
84,căi,335
,,
85,Exercițiile,1234
85,și,165
85,secțiunile,713
85,de,730
85,recapitulare,868
85,contribuie,909
85,în,116
85,mod,367
85,ideal,349
85,la,101
85,un,232
85,model,401
85,conceput.,686
85,repetiție,1053
85,formarea,247
,,
86,Condițiile,1881
86,de,62
86,"mediu,",1005
86,cum,560
86,ar,249
86,fi,62
86,curentul,868
86,sau,124
86,gradienții,1184
86,"temperatură,",2014
86,determină,1784
86,două,298
86,formarea,2170
86,a,247
86,bule,654
86,care,231
86,conțin,318
86,concentrații,1075
86,similare,556
86,materiale.,492
,,
87,Lentilele,1316
87,cu,284
87,zoom,407
87,"motorizate,",950
87,controlate,1057
87,"electronic,",794
87,sunt,1067
87,amplasate,1198
87,ambele,721
87,atât,116
87,pe,564
87,lentile,429
87,"cameră,",1798
87,să,374
87,astfel,188
87,între,554
87,sincronizate,1402
87,proiector,659
87,cât,123
87,și,124
87,"ele,",184
87,încât,308
87,moment.,496
87,mărească,1177
87,împreună,495
87,la,124
87,aceeași,369
87,distanță,311
87,focală,309
87,în,124
87,orice,245
87,Cu,50
87,toate,366
87,"acestea,",370
87,atenuarea,682
87,nu,246
87,poate,371
87,merge,648
87,decât,266
87,până,268
87,la,167
87,nivelul,232
87,plasticii,612
87,sinaptice,804
87,aspectele,808
87,neurobiologice.,1673
87,corticale,690
87,a,67
87,"creierului,",432
87,deoarece,268
87,gravitatea,810
87,ADHD,310
87,depinde,621
87,în,123
87,principal,554
87,de,430
,,
88,Configurația,983
88,poate,234
88,"fi,",168
88,de,116
88,"asemenea,",489
88,atribuită,621
88,pe,248
88,baza,185
88,pur,183
88,empirică,425
88,a,116
88,activității,334
88,optice.,332
,,
89,Adaugă,1924
89,un,124
89,buton,233
89,bara,334
89,de,115
89,instrumente,866
89,editare,495
89,din,118
89,editorul,632
89,"surse,",424
89,încât,493
89,legături,446
89,utilizatorilor,834
89,convenabil,906
89,cel,312
89,este,166
89,mai,310
89,pentru,365
89,paginile,834
89,discuții,1476
89,dacă,648
89,ale,372
89,cu,216
89,"roșii,",615
89,economisi,490
89,poate,248
89,dar,249
89,clic,62
89,sau,184
89,două,245
89,și,124
89,în,61
89,alte,185
89,"cazuri,",278
89,chiar,168
89,nu,101
89,la,51
89,fel,650
89,Twinkle.,546
89,ca,177
89,rapid,338
,,
90,Încurajat,916
90,de,62
90,susținătorii,670
90,din,187
90,sud,62
90,(mulți,249
90,dintre,185
90,ei,124
90,i-au,184
90,trimis,249
90,lui,61
90,Brooks,245
90,bastoane,551
90,"noi,",216
90,în,818
90,semn,604
90,aprobare,558
90,acțiunilor,370
90,"sale),",309
90,s-a,61
90,întors,186
90,după,282
90,o,383
90,realegere,1146
90,răsunătoare.,1261
,,
91,El,612
91,crede,233
91,că,652
91,ei,51
91,exprimă,482
91,aceleași,851
91,preocupări,537
91,pe,186
91,care,372
91,le,62
91,simte,306
91,și,125
91,"el,",796
91,dar,101
91,într-un,267
91,mod,800
91,el.,878
91,"diferit,",432
91,este,310
91,obligat,308
91,moral,721
91,să,118
91,tolereze,950
91,pentru,401
91,sunt,125
91,mai,495
91,slabi,122
91,decât,434
91,împărțiți,311
91,electronilor,123
,,
92,Chimia,1548
92,organică,851
92,se,284
92,concentrează,821
92,asupra,312
92,carbonului,433
92,și,66
92,urmărește,498
92,mișcarea,534
92,în,294
92,precum,1381
92,inelele,1299
92,electronilor,1562
92,lanțurile,371
92,de,166
92,"carbon,",623
92,modul,248
92,care,420
92,electronii,834
92,sunt,816
92,atomi,334
92,alți,587
92,cu,111
92,împărțiți,1485
92,carbon,301
92,heteroatomi.,616
,,
93,La,1091
93,sfârșitul,435
93,"secvenței,",1429
93,o,186
93,racletă,307
93,îndepărtează,1238
93,tonerul,776
93,rămas,384
93,pe,65
93,tambur,434
93,și,101
93,întregul,817
93,proces,681
93,se,63
93,repetă,496
93,cu,61
93,nouă,344
93,imagine.,66
93,descris,557
,,
94,Urmăriți,900
94,câinele,615
94,pentru,465
94,a,62
94,vă,51
94,asigura,781
94,că,186
94,nu,123
94,scuipă,184
94,pastila,433
94,după,183
94,ce,184
94,mâncat,430
94,așa,117
94,forțați,974
94,acest,358
94,(dacă,316
94,recompensa,1216
94,se,99
94,întâmplă,357
94,"lucru,",307
94,va,123
94,trebui,188
94,să,60
94,"pastila,",218
94,cum,267
94,este,783
94,descris,630
94,mai,124
94,jos).,433
94,În,61
94,cadrul,125
,,
95,În,369
95,cadrul,189
95,conferinței,1125
95,au,100
95,fost,267
95,prezentate,717
95,datele,167
95,inițiale,459
95,ale,248
95,analizei,248
95,medicamentului,1362
95,cardiovasculare,1558
95,boli,399
95,pentru,451
95,simvastatin.,1734
,,
96,Peroxidul,850
96,de,672
96,hidrogen,666
96,se,185
96,va,310
96,degrada,1735
96,spontan,1956
96,în,216
96,apă,682
96,oxigen,2998
96,punctul,939
96,spațiale.,495
96,"molecular,",2061
96,însă,1055
96,accelerează,984
96,catalizator,2478
96,unui,670
96,prezența,984
96,această,348
96,reacție,802
96,până,431
96,la,187
96,care,619
96,a,248
96,combustibil,1309
96,sursă,870
96,ca,53
96,folosit,513
96,pentru,433
96,torpile,549
96,și,233
96,chiar,317
96,nave,112
,,
97,Chitara,517
97,este,467
97,un,124
97,instrument,678
97,de,123
97,transpoziție,2101
97,notată,552
97,cu,248
97,o,124
97,octavă,495
97,mai,309
97,sus,311
97,decât,994
97,standard.,1772
97,notația,1265
97,înălțimea,1410
97,sa,932
97,reală,401
97,pentru,497
97,a,63
97,evita,311
97,utilizarea,307
97,clapei,558
97,bas,463
97,în,60
,,
98,Atașarea,1496
98,la,187
98,fibră,370
98,este,122
98,"atribuită,",1613
98,cel,371
98,puțin,432
98,"parțial,",186
98,formării,1142
98,de,183
98,săruri,683
98,între,290
98,grupele,697
98,cationice,804
98,din,188
98,anionice,755
98,coloranți,1051
98,și,168
98,fibră.,184
,,
99,În,167
99,acest,167
99,"sistem,",865
99,compușii,628
99,sunt,306
99,denumiți,922
99,prin,493
99,analogie,1112
99,cu,126
99,"gliceraldehida,",2137
99,ceea,740
99,ce,249
99,"neambigue,",2715
99,denumiri,1040
99,general,1244
99,în,186
99,produce,1041
99,dar,217
99,este,231
99,cel,245
99,mai,309
99,ușor,184
99,de,124
99,observat,682
99,cazul,523
99,gliceraldehidei.,2685
99,similare,994
99,biomolecule,1603
99,micilor,984
,,
100,Suzuki,495
100,Pureharp,2178
100,este,247
100,unul,247
100,dintre,249
100,modele,1063
100,micile,855
100,de,1365
100,producție,716
100,care,156
100,folosesc,1262
100,lemnul,1814
100,ca,556
100,"acoperire,",1593
100,ceea,63
100,ce,121
100,produce,807
100,un,124
100,sunet,293
100,plăcut,417
,,
101,Este,1083
101,utilizat,1928
101,de,433
101,sistemul,10938
101,"imunitar,",583
101,pentru,649
101,sinteza,433
101,"ADN-ului,",804
101,vindecarea,614
101,rănilor,310
101,hormonală.,1213
101,și,299
101,creșterea,701
101,dezvoltarea,780
101,normală,803
101,în,123
101,perioadele,479
101,cu,333
101,activitate,666
,,
102,O,126
102,utilizare,683
102,intensă,933
102,a,115
102,spider-ului,2203
102,poate,62
102,duce,434
102,la,62
102,blocarea,620
102,accesului,431
102,"site,",310
102,cu,447
102,"prejudicii,",1281
102,dumneavoastră.,1162
102,IP-ului,486
102,sau,311
,,
103,Folosește,739
103,aceleași,871
103,forme,374
103,de,124
103,acorduri,1122
103,ca,232
103,și,167
103,Open,716
103,"E,",52
103,dar,183
103,este,229
103,mai,184
103,ușor,310
103,pentru,1051
103,gâtul,643
103,tensiunea.,1059
103,"chitarei,",1035
103,deoarece,794
103,corzile,743
103,sunt,432
103,"dezacordate,",1096
103,reducând,918
,,
104,Deși,315
104,unele,310
104,cadre,249
104,sunt,314
104,prevăzute,544
104,cu,181
104,trei,167
104,orificii,584
104,pentru,333
104,știfturile,2635
104,"poziționare,",1364
104,anumită,784
104,doar,559
104,funcționează,1187
104,să,203
104,frâne,916
104,într-o,933
104,"poziție,",650
104,așa,350
104,"că,",874
104,timpul,372
104,"dezasamblării,",1238
104,fost,180
104,rețineți,751
104,trebuie,216
104,ce,182
104,folosite.,300
,,
105,Aceasta,374
105,este,124
105,doar,431
105,una,254
105,dintre,448
105,numeroasele,667
105,realizări,1773
105,modul,491
105,ale,244
105,ingineriei,988
105,care,990
105,ne-au,234
105,permis,717
105,nutriție.,857
105,să,437
105,cuantificăm,964
105,și,62
105,înțelegem,549
105,gena,500
105,umană,401
105,în,63
105,aceasta,249
105,legată,331
105,de,615
105,În,63
105,nordul,430
105,Europei,559
105,(nordul,308
105,"Germaniei,",619
105,Țările,123
105,de,62
105,Jos,61
105,și,117
105,"Franța),",309
105,clasa,167
105,mijloc,383
105,avea,600
105,tendința,781
105,fi,183
105,"protestantă,",993
105,ceea,433
105,ce,62
105,corespundea,519
105,cu,51
105,etica,333
105,filozofia,366
105,muncii.,283
105,O,63
105,astfel,803
105,de,122
105,cavitate,435
105,poate,122
105,oferi,190
105,numeroase,497
105,avantaje,496
105,funcționale.,556
,,
106,Pentru,567
106,a,64
106,obține,517
106,acest,566
106,"câmp,",218
106,camera,371
106,trebuie,605
106,să,123
106,fie,174
106,suficient,370
106,de,124
106,"reverberantă,",780
106,iar,633
106,evita,171
106,frecvențele,765
106,înalte,922
106,pentru,384
106,efectele,299
106,modurilor,817
106,predominante.,823
,,
107,Vacuola,1035
107,alimentară,774
107,formată,369
107,",",61
107,apoi,494
107,fuzionează,633
107,cu,203
107,un,232
107,lizozom,384
107,și,216
107,digeră,449
107,alimentele.,715
,,
108,Toate,569
108,celelalte,666
108,lucruri,475
108,fiind,559
108,"egale,",368
108,nucleofilii,742
108,"sunt,",223
108,în,217
108,"general,",349
108,comparați,701
108,între,1085
108,ei,560
108,reactivitatea,926
108,privește,515
108,ceea,555
108,ce,123
108,relativă.,1097
,,
109,Proiectele,1049
109,de,123
109,lege,309
109,private,372
109,afectează,1359
109,o,165
109,anumită,268
109,"companie,",575
109,persoană,368
109,sau,185
109,altă,184
109,entitate,439
109,publice).,498
109,anumite,965
109,(de,189
109,"exemplu,",556
109,autorizarea,679
109,unor,245
109,construcții,301
109,majore,500
109,pe,117
109,terenuri,267
,,
110,Faceți,651
110,clic,167
110,pe,100
110,butonul,450
110,MAC,331
110,sau,186
110,WIN,308
110,atașat,246
110,pentru,433
110,a,63
110,descărca,370
110,fișierul,248
110,font,311
110,zipat.,373
,,
111,Motivul,951
111,pentru,232
111,care,267
111,leziunile,1997
111,hipotalamice,1420
111,afectează,567
111,grăsimea,650
111,corporală,494
111,și,309
111,semnalizarea,1441
111,"are,",314
111,comportamentul,1862
111,alimentar,281
111,de,167
111,"fapt,",125
111,mult,62
111,de-a,61
111,face,558
111,leptinei.,510
111,a,933
,,
112,S-a,246
112,spus,313
112,că,522
112,a,116
112,trebuit,432
112,să,102
112,își,217
112,croiască,567
112,drum,281
112,prin,361
112,păduri,308
112,fără,185
112,"urme,",493
112,ceea,308
112,"ce,",122
112,"îndoială,",623
112,acest,410
112,puțin,332
112,cel,232
112,cazul,269
112,fost,531
112,în,124
112,oraș.,247
,,
113,Acest,1493
113,lucru,369
113,este,122
113,"foarte,",501
113,foarte,335
113,diferit,448
113,de,115
113,modelele,1310
113,pasive,843
113,citire,310
113,textului,481
113,într-o,487
113,creierul,113
113,încercarea,65
113,"viteză,",50
113,mare,51
,,
114,Acest,352
114,manieră,943
114,liniară,435
114,de,124
114,mare,248
114,"viteză,",800
114,care,432
114,se,184
114,aseamănă,1299
114,cu,162
114,încercarea,843
114,a,123
114,forța,249
114,creierul,677
114,să,849
114,mie,420
114,găsească,851
114,un,166
114,sens,288
114,la,187
114,o,192
114,gloanțe,310
114,trec,186
114,viteză.,449
,,
115,Ca,765
115,"adjective,",859
115,terminațiile,806
115,lor,247
115,variază,1053
115,în,63
115,funcție,248
115,de,62
115,substantivele,679
115,pe,122
115,care,62
115,le,186
115,modifică.,447
,,
116,În,132
116,ciuda,166
116,acestui,692
116,"fapt,",310
116,putem,686
116,vedea,185
116,că,185
116,există,247
116,încă,464
116,o,116
116,anumită,566
116,interacțiune,567
116,între,432
116,asupra,550
116,moderatoare,761
116,influență,372
116,McGonagall,862
116,"McGonagall,",1241
116,Dumbledore,994
116,și,247
116,fiind,247
116,Dumbledore.,511
116,de,150
116,fermă,729
116,"părților,",484
116,tuturor,1341
116,în,123
116,timp,246
116,ce,239
116,manifestă,450
116,loialitate,303
116,față,217
116,utilizați,51
116,cel,293
,,
117,De,621
117,"asemenea,",618
117,este,369
117,posibil,515
117,să,64
117,existe,935
117,taxe,232
117,de,61
117,licență,630
117,separate,932
117,pentru,553
117,distribuția,618
117,"GIF,",423
117,"brevetate,",919
117,multimedia,1413
117,date,493
117,formate,1448
117,cum,384
117,ar,115
117,fi,167
117,imaginile,429
117,"care,",313
117,dacă,1228
117,nu,617
117,"fapt,",347
117,"GFDL,",1017
117,fotografia.,448
117,sau,254
117,punct,420
117,din,478
117,cel,544
117,puțin,601
117,vedere,308
117,"filozofic,",1187
117,încalcă,667
117,principiile,382
117,împiedicându-vă,1899
117,liber,418
117,utilizați,400
117,imaginea,332
,,
118,Întreaga,909
118,aplicație,574
118,asamblată,753
118,este,622
118,platforma,994
118,iar,60
118,birourile,573
118,personalului,1482
118,afectat,717
118,reprezintă,783
118,domeniul,483
118,țintă,323
118,pentru,250
118,munca,250
118,lor.,124
,,
119,Utilizarea,495
119,modernă,620
119,a,62
119,emoticoanelor,620
119,în,62
119,discuțiile,373
119,electronice,928
119,se,62
119,"datorează,",432
119,"general,",618
119,1982,311
119,din,558
119,propuneri,433
119,unei,369
,,
120,Oasele,783
120,neregulate,1714
120,au,188
120,forme,435
120,"deosebite,",994
120,nu,201
120,pot,117
120,fi,100
120,grupate,433
120,sub,100
120,capetele,654
120,precedente,1050
120,și,62
120,sunt,867
120,folosite,308
120,pentru,246
120,atașarea,749
120,mușchilor,431
120,articulații.,554
,,
121,Calcularea,1311
121,unor,216
121,astfel,332
121,de,117
121,capacități,545
121,și,62
121,fie,124
121,exploatarea,991
121,"lor,",248
121,luarea,435
121,măsurilor,739
121,ingineria,1734
121,importantă,1172
121,problemă,929
121,o,496
121,contracara,2272
121,pentru,433
121,necesare,868
121,a,64
121,le,185
121,reprezintă,791
121,în,51
121,electrice.,396
121,circuitelor,2194
121,Cu,65
121,toate,152
121,"acestea,",516
121,ar,100
121,trebui,232
121,să,100
121,fie,117
121,clar,184
121,că,123
121,diferite,183
121,lungimi,248
121,de,189
121,undă,184
121,vor,124
121,suferi,436
121,primite.,61
121,a,61
121,constructive,63
,,
122,Cu,362
122,interferențe,600
122,constructive,781
122,pentru,219
122,diferite,598
122,unghiuri,987
122,incidență,782
122,de,116
122,a,65
122,luminii,268
122,primite.,417
,,
123,Au,192
123,fost,318
123,produse,435
123,"drame,",311
123,comedii,247
123,și,188
123,toate,250
123,celelalte,340
123,forme,267
123,de,63
123,"divertisment,",540
123,precum,850
123,emisiuni,557
123,știri,122
123,muzică.,433
,,
124,Poșta,308
124,este,309
124,generată,347
124,intern,569
124,de,188
124,către,231
124,sistemul,434
124,Postfix,435
124,"însuși,",185
124,pentru,371
124,a,62
124,notifica,369
124,poștașul,677
124,fără,50
124,"asemenea,",424
124,problemă,791
124,o,52
124,despre,615
124,(această,310
124,cale,246
124,"este,",188
124,indicată,308
124,cu,124
124,săgeata,889
124,etichetă).,698
,,
125,Tampoanele,924
125,sensibile,1568
125,ale,123
125,degetelor,1341
125,"noastre,",869
125,folosite,216
125,ca,116
125,antene,955
125,"tactile,",853
125,detectează,738
125,cea,431
125,încordare,668
125,"tresărire,",678
125,mică,248
125,mai,614
125,sau,166
125,ezitare,433
125,de,165
125,răspuns.,268
,,
126,Diagnosticul,934
126,de,167
126,schizofrenie,534
126,nu,116
126,ar,50
126,trebui,430
126,pus,247
126,în,128
126,prezența,553
126,unor,246
126,simptome,563
126,depresive,633
126,că,101
126,care,132
126,excepția,552
126,"extinse,",682
126,maniacale,903
126,sau,450
126,cu,125
126,cazului,311
126,este,266
126,clar,116
126,simptomele,800
126,afective.,555
126,tulburărilor,798
126,anterioare,1690
126,sunt,737
126,schizofrenice,1090
,,
127,Există,593
127,o,62
127,ușoară,437
127,tendință,491
127,de,240
127,atac,279
127,din,764
127,partea,266
127,opusă,401
127,a,65
127,halogenului.,993
127,Cu,51
127,toate,878
127,"acestea,",493
127,faptul,283
127,că,163
127,scorbutul,988
127,este,249
127,cauzat,496
127,de,188
127,lipsa,334
127,vitaminei,783
127,c,150
127,a,50
127,fost,382
127,descoperit,1368
127,abia,250
127,în,62
127,1932,531
,,
128,Același,635
128,principiu,804
128,se,125
128,"aplica,",437
128,"desigur,",583
128,și,132
128,la,101
128,reflexul,1465
128,cu,63
128,un,61
128,singur,867
128,"obiectiv,",495
128,dar,192
128,primele,590
128,neplăceri,750
128,întârzieri,682
128,provocat,1535
128,au,102
128,SLR-uri,798
128,din,283
128,cauza,359
128,necesității,743
128,de,190
128,a,187
128,muta,308
128,oglinda,381
128,în,251
128,permite,882
128,afara,547
128,planului,1070
128,focal,61
128,pentru,618
128,luminii,385
128,să,166
128,ajungă,282
128,placa,201
128,spatele,666
,,
129,După,949
129,ce,166
129,Ron,401
129,aproape,568
129,că,66
129,moare,374
129,bând,245
129,hidromel,680
129,"otrăvit,",431
129,care,251
129,se,167
129,pare,616
129,era,168
129,destinat,645
129,încât,603
129,atât,114
129,Hermione,920
129,profesorului,866
129,"Dumbledore,",727
129,este,333
129,de,232
129,"tulburată,",500
129,pun,927
129,dușmăniei,865
129,lor,62
129,pentru,310
129,totdeauna.,621
,,
130,Deși,806
130,evreii,62
130,au,218
130,fost,216
130,țintele,300
130,preferate,1186
130,și,402
130,sunt,184
130,victimele,991
130,despre,298
130,care,215
130,auzim,350
130,cel,167
130,mai,285
130,des,283
130,vorbim,542
130,când,242
130,atunci,836
130,"Holocaust,",681
130,ei,117
130,nu,166
130,singurele,449
130,victime.,434
,,
131,Principalul,1039
131,motiv,434
131,pentru,334
131,care,265
131,nu,52
131,se,165
131,permit,1341
131,mai,382
131,multe,660
131,ieșiri,335
131,cu,215
131,aceeași,400
131,intrare,450
131,este,610
131,aceluiași,671
131,la,113
131,aplicăm,524
131,permite,560
131,ne,247
131,acela,431
131,că,63
131,să,124
131,funcție,365
131,diferite,435
131,forme,332
131,ale,167
131,lucru,372
131,echivalența,1281
131,schimba,434
131,fără,370
131,acestora.,700
,,
132,De,787
132,"asemenea,",417
132,coeficientul,1317
132,de,463
132,frecare,670
132,variază,431
132,foarte,745
132,mult,252
132,în,187
132,funcție,400
132,cele,51
132,două,185
132,netezimea,622
132,"contact,",848
132,aflate,494
132,substanțe,1057
132,precum,466
132,și,123
132,temperatura,1061
132,celor,494
132,substanțe.,815
,,
133,În,166
133,chimia,351
133,"organică,",1114
133,carbonul,557
133,este,373
133,utilizat,434
133,foarte,557
133,"frecvent,",768
133,astfel,466
133,încât,400
133,chimiștii,665
133,știu,434
133,că,124
133,capetele,410
133,carbon,706
133,de,230
133,atom,1209
133,există,243
133,un,101
133,la,182
133,fiecărei,308
133,linii,372
133,care,245
133,nu,187
133,etichetată,618
133,în,122
133,mod,744
133,specific.,1243
,,
134,Cu,117
134,toate,868
134,"acestea,",434
134,dacă,248
134,programul,617
134,este,868
134,un,189
134,fel,167
134,de,290
134,editor,817
134,care,216
134,rulează,350
134,pe,291
134,"desktop,",1243
134,din,251
134,să,185
134,posibil,495
134,doriți,1400
134,oferiți,931
134,operatorului,988
134,opțiunea,547
134,a,65
134,salva,252
134,informațiile,384
134,introduse,817
134,program.,822
134,iasă,349
134,loc,237
134,trudă,500
134,cu,370
134,în,124
,,
135,Un,1248
135,alfabet,981
135,ingenios,634
135,le-a,471
135,permis,680
135,mayașilor,683
135,să,185
135,înregistreze,747
135,informații,734
135,pe,117
135,monumentele,1177
135,multe,645
135,de,179
135,modalitate,808
135,antropologilor,1874
135,oferindu-le,951
135,templele,616
135,și,184
135,"lor,",186
135,o,62
135,excelentă,993
135,a,132
135,afla,217
135,mai,166
135,mayașă.,298
135,cultura,603
135,viața,527
135,despre,444
135,În,50
135,"general,",1020
135,se,116
135,crede,61
135,pilusul,1522
135,este,102
135,asamblat,550
135,de,215
135,la,166
135,baza,268
135,"sa,",217
135,deoarece,432
135,în,62
135,membrana,991
135,găsește,508
135,celulară,840
135,o,117
135,rezervă,317
135,pilină.,434
,,
136,Când,616
136,ajung,400
136,la,615
136,"destinație,",766
136,cu,217
136,terasa,566
136,umbrită,847
136,încă,434
136,"vedere,",993
136,desfășor,494
136,prosoapele,871
136,și,312
136,mă,123
136,înclinat.,1050
136,întind,558
136,confortabil,868
136,pe,125
136,scaunul,492
,,
137,Deoarece,497
137,majoritatea,743
137,manualelor,1055
137,sunt,369
137,elaborate,806
137,de,151
137,către,369
137,sau,744
137,pe,552
137,baza,173
137,contribuțiilor,1168
137,respectată.,858
137,"este,",347
137,această,653
137,"domeniu,",782
137,experților,1015
137,în,184
137,cerință,551
137,"obicei,",1026
137,bine,61
137,sferică,63
,,
138,Mărimea,1421
138,razei,557
138,de,185
138,aggro,765
138,variază,533
138,uneori,367
138,în,125
138,funcție,381
138,facțiune,668
138,și,432
138,con,558
138,poate,1240
138,sferică,683
138,anumite,619
138,medii.,684
,,
139,Deși,683
139,Harry,342
139,va,186
139,deveni,309
139,"excepție,",682
139,există,311
139,un,186
139,alt,186
139,"elev,",465
139,asemenea,845
139,de,215
139,orfan,368
139,și,51
139,vrăjitor,535
139,atenție,554
139,acordat,1201
139,"talentat,",677
139,căruia,497
139,Dumbledore,797
139,i-a,101
139,el,49
139,o,227
139,"sporită,",492
139,deși,577
139,nu,186
139,același,595
139,mod,167
139,Harry.,675
139,cazul,282
139,în,399
139,ca,217
139,lui,152
,,
140,Ea,935
140,aranjează,635
140,împrumutul,1098
140,unui,317
140,reparator,1507
140,de,61
140,la,1002
140,un,247
140,"concurent,",1218
140,dar,50
140,între,573
140,timp,315
140,lanterne,418
140,oameni,495
140,mare,309
140,număr,556
140,organizează,1425
140,cu,63
140,într-un,550
140,sistem,449
140,manual,1002
140,semnalizare.,1428
,,
141,"Există,",512
141,de,734
141,"asemenea,",718
141,diferite,504
141,stiluri,333
141,editare,473
141,în,64
141,sensul,861
141,cât,351
141,îndrăzneți,634
141,sunt,115
141,dispuși,851
141,să,488
141,fie,122
141,oamenii.,370
,,
142,Fusese,808
142,surprinsă,618
142,de,496
142,faptul,287
142,că,104
142,Taggart,645
142,trecuse,372
142,într-o,229
142,"zi,",171
142,din,183
142,"senin,",285
142,prin,123
142,camera,499
142,ei,188
142,mahala.,843
,,
143,Pentru,372
143,a,248
143,familiariza,684
143,cu,371
143,demonstrația,850
143,matematică,748
143,"și,",124
143,de,368
143,"asemenea,",368
143,unele,457
143,Demonstrație,1675
143,concepte,784
143,matematice,929
143,"bază,",554
143,cititorii,993
143,pot,311
143,citi,312
143,wikibook,1090
143,matematică.,936
,,
144,Senzorul,818
144,Hall,306
144,și,63
144,inductorul,869
144,utilizează,1476
144,o,168
144,proprietate,1410
144,a,565
144,câmpului,554
144,magnetic,492
144,pentru,368
144,detecta,766
144,curentul,483
144,printr-un,726
144,conductor,617
144,din,123
144,apropiere.,432
,,
145,Acestea,933
145,"sunt,",125
145,în,186
145,"principal,",430
145,linii,832
145,directoare,883
145,privind,610
145,comportamentul,1048
145,"administratorilor,",1542
145,atunci,724
145,utile,461
145,pot,484
145,dar,467
145,fi,50
145,când,1070
145,aveți,438
145,un,63
145,litigiu,426
145,serios,368
145,cu,100
145,administratorii,766
145,sau,216
145,vă,995
145,comisii,655
145,și,179
145,comisarilor,1125
145,adresați,653
145,unei,217
145,de,125
145,arbitraj.,494
,,
146,Nu,309
146,uitați,50
146,că,64
146,textul,351
,,
147,Nu,249
147,uitați,100
147,că,183
147,textul,284
147,va,246
147,curge,282
147,și,167
147,se,280
147,înfășura,372
147,diferit,434
147,pentru,370
147,alți,126
147,"utilizatori,",680
147,în,125
147,funcție,430
147,de,122
147,implicită,432
147,dimensiunea,984
147,rezoluția,1962
147,browserul,972
147,"ales,",334
147,"ecranului,",554
147,a,61
147,"fontului,",553
147,opțiunile,677
147,(cum,461
147,bare,460
147,numărul,734
147,"accesibilitate,",679
147,instrumente,740
147,laterale,452
147,ar,114
147,fi,67
147,panourile,932
147,altele.,347
147,instantanee),1506
147,mesagerie,717
,,
148,Pe,166
148,partea,484
148,"germană,",1009
148,"însă,",181
148,s-a,124
148,format,558
148,un,185
148,decalaj,495
148,între,246
148,cele,286
148,mai,216
148,vestice,350
